img_train_x, img_train_y, src_train_x, src_train_y, img_test_x, img_test_y, src_test_x, src_test_y
7.858767423914465, -8.554426601984822, 0.4185002753088334, 6.551489578860107, -3.0793610375724576, -4.279268142227274, 7.612755783999253,  6.437752764417448
-10.925941857431877, 2.0525907633156493, 5.697901358026581, -0.9548323843641522, -18.531954005923215, 15.360783775094696, -4.90176659808481,  -1.4298527906849863
8.778758791422522, -3.0757415950215616, -2.6925453067057177, 0.40769001175931363, 7.059204378725028, 11.130297321221256, 0.5070754274523512,  -9.815130853016178
19.23056793538462, 7.393189543394531, 3.4892196811816643, -6.355112985860803, 6.628839821634337, -6.279993595526459, -0.3875187980905812,  5.871049440033778
-0.7627239406255626, -4.315299272233979, 6.094154151554385, 7.263698434430472, 0.2717550367010304, -14.850188842614504, 4.283616983397222,  7.049257072182957
-6.272879353965223, 9.161988295361667, 0.9404341603196791, -9.095620852607858, -13.535307985036997, -7.037256701583644, 2.414228098911476,  3.465068107123125
-2.4571102128150244, -17.612884135617264, 3.2138049887693585, 4.866000972953223, 5.747391794274268, 3.983789743103351, -1.1294422118218241,  -10.203118563835666
-4.078229786782742, 9.519816229281428, 1.0338763737485266, -9.864277564542618, 11.010406042276784, 1.2862863108380935, -2.467077204717114,  -5.540387828626474
-12.70033078186, -12.9819297541003, 0.6181413531032938, 2.907022220387285, 7.0268369624270335, -18.244648713541757, 4.232498295240346,  5.051330059338767
1.262054953673534, 1.2731034838746424, 0.6577799389585427, -9.19161348580514, 17.331916143453597, 13.847482237780106, 4.501239924663338,  -4.925626607707308
5.376038342052844, 13.977271763111581, 0.8907583177310929, -8.534458539744172, 17.46458587614844, -13.054998619244241, 4.301771530417369,  2.8058155160447864
8.978212994425409, 4.440940427103314, -0.9890981239507468, -9.4191413913113, -14.161066503956107, 1.6097638071886955, 3.531388508802163,  0.15915051265769597
8.897735302808861, -7.081643445872871, -0.5823102673048766, 5.333832670636214, 13.548740851411765, 9.535123871816005, 1.0908151988319155,  -8.066229131768232
-5.528453775107437, -10.869470764841775, 4.510248599733686, 6.746559075304475, -9.6549778971269, -0.990029822213522, 6.631229715466555,  2.2705758493497683
-8.251438144446826, 5.239044954179512, 3.8977839674354247, -6.281529601549501, -10.585607668691344, 2.5692088319208928, 5.654938207375279,  -1.7329183463618492
-16.315802402196994, -2.6519530928188715, 1.6265078576919372, 2.0099627467849963, 2.70129209238749, -16.67520342809999, 3.9817924738567925,  6.312586671920361
-2.7654894668142482, -0.2525960939877514, 7.610750687857934, 0.4887628039859464, 5.312666615868423, -16.11878772016373, 3.992677215991634,  6.732007770500768
-2.966788388166883, -7.509551081101389, 6.329563306776006, 8.175014444048534, -18.883818384116044, 14.2051812093993, -4.61411126611152,  -1.623936593342254
-2.94594772148767, 15.735566524685389, -0.3607092624319157, -6.764686291982205, -10.062113705707256, -1.3959878424584282, 6.362934622356272,  2.554239510949845
17.766400728155183, 0.07346703537346144, 0.7176989243075163, -3.929016116203279, 17.51843621650022, 5.016537697832298, 1.6789961088157472,  -6.485510272785438
4.958118071684446, -15.375264196828171, 3.9757521337520165, 7.222599252823263, -5.095766335422557, 14.073661702739223, -0.48616865254344166,  -7.396501744858444
-7.308580727187163, -3.4069515218547295, 7.243669472347687, 4.622063932201449, -11.41701611570678, -0.46950443494034033, 5.633188271925057,  1.6742254387970639
14.652366315334639, -9.981785384139732, 1.7038465426105809, 3.4724390701534986, 2.629549818489526, 3.433054129356261, -0.12895915624858523,  -10.88505817982426
-0.6786294294918278, 19.4223914244282, -0.19751590808938385, -4.003597138816421, -19.299605118377407, -4.921301230000115, -1.0701613633380624,  1.5548146555236704
0.7794047703923752, 4.515781030518706, 0.9512459529068396, -11.306363869553142, 0.595711824948463, -1.686111775560498, 4.145684955844427,  3.014371270682786
-15.17485336038705, 13.053632020273326, -2.1438007855471106, -3.6331340448357032, 12.877718409740893, 8.917645100688322, 0.594936220635601,  -8.469969636604127
4.122405136437095, 1.8027202586585958, -1.4469093973775538, -9.15329141368775, 17.28652759856614, -11.048768385445111, 3.3597916063762323,  2.342119171653641
-6.2894466490276635, -7.8351684389126355, 5.789217419024546, 6.652336235905217, -13.751332105863536, -11.87123941112636, 0.48882452544724586,  2.7855455932896866
-3.3191115590119367, 7.252030631711865, 1.84019373172855, -10.465361185070137, 6.255116456157353, -9.932636060832895, 1.882934277058772,  7.731329447419533
15.018273671806995, 0.4168934991204445, -0.9474204158624566, -4.348417667144156, 6.582772024717656, 7.334076969904565, -0.28704236942260675,  -10.479861550371059
6.7725513184908905, 3.4374621024885172, -1.485444322137262, -9.436879494052095, -16.746946236402145, 9.600417009804971, -1.125995587363839,  -2.900930581952471
4.996140083823995, 6.987562039512994, -0.1349080369598994, -10.892946390309913, -7.441422011413383, -11.155183565678396, 3.734255003187849,  5.695792403127726
